topico,pais,seed,volume,prompts,eh_categoria,familia,estagio,categoria,marcas,marcas_nucleo,eh_branded,trend,int_informational,int_commercial,int_transactional,int_navigational,int_task
Odorizadores e Desodorizadores,br,aspirador,2035,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,23;28;29;28;96;100;99;58;72;74;56;56,0.54,0.31,0.09,0.04,0.02
Removedores em Spray,br,aspirador,2679,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,28;33;20;55;62;65;62;56;85;100;97;100,0.47,0.24,0.17,0.07,0.05
Extratores Industriais,br,aspirador,7354,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,22;25;25;71;94;95;95;100;100;100;100;100,0.56,0.29,0.04,0.06,0.05
Motores Hidea,br,aspirador,560,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,76;92;92;86;82;99;100;88;90;90;90;89,0.42,0.22,0.12,0.21,0.03
Coifas Máximas,br,aspirador,210,15,1,produto e categoria,descoberta,coccao,,,0,11;52;100;14;17;37;31;36;43;46;44;50,0.4,0.19,0.06,0.34,0.01
Desentupidora em Contagem,br,aspirador,64,15,0,manutencao e limpeza,posse,sem categoria,,,0,85;100;93;95;85;84;85;75;79;78;77;77,0.18,0.5,0.15,0.1,0.07
escovas rotativas Philco Spin Brush,br,aspirador,311,18,0,produto e categoria,exploracao de categoria,sem categoria,philco,,1,37;94;100;81;80;72;55;49;49;47;46;43,0.46,0.2,0.19,0.08,0.07
Armazenamento NAS Asustor,br,aspirador,489,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,32;54;48;47;44;51;53;45;46;51;50;100,0.47,0.12,0.14,0.24,0.03
Penteadeira com Escrivaninha,br,aspirador,10945,15,0,produto e categoria,escolha,sem categoria,,,0,87;96;100;92;95;95;95;91;92;92;92;92,0.38,0.32,0.18,0.05,0.07
Omron inaladores e nebulizadores,br,aspirador,11025,49,0,produto e categoria,exploracao de categoria,sem categoria,,,0,25;33;34;42;99;100;100;94;96;95;94;94,0.68,0.11,0.06,0.15,0
escovas Sanifill,br,aspirador,1568,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,42;61;48;48;51;55;39;67;100;100;76;73,0.53,0.19,0.08,0.18,0.02
Puxadores de porcelana e cerâmica,br,aspirador,1105,16,0,produto e categoria,escolha,sem categoria,,,0,61;83;84;79;77;83;87;78;96;100;88;87,0.38,0.32,0.16,0.04,0.1
Revisteiros de Móveis,br,aspirador,626,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,44;66;92;62;57;61;50;84;66;73;69;100,0.53,0.22,0.07,0.15,0.03
Ventiladores Bluetooth Arno,br,aspirador,260,17,1,produto e categoria,exploracao de categoria,sem categoria,arno,,1,52;65;67;72;72;75;100;55;52;56;56;52,0.4,0.22,0.13,0.18,0.07
Raspadores de Vidro e Acessórios,br,aspirador,1427,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,71;77;79;83;90;90;93;87;94;94;94;100,0.53,0.25,0.13,0.07,0.02
Desentupidora Cariacica,br,aspirador,64,15,0,manutencao e limpeza,posse,sem categoria,,,0,68;70;74;74;74;100;83;83;85;85;85;85,0.22,0.47,0.02,0.29,0
Secadores de Cabelo Mondial,br,aspirador,4074,28,0,produto e categoria,exploracao de categoria,sem categoria,mondial,,1,89;98;100;49;48;48;49;47;51;51;51;50,0.37,0.21,0.22,0.15,0.05
Multiutilidades,br,aspirador,796,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,22;56;68;51;64;81;62;90;62;70;62;100,0.44,0.11,0.19,0.16,0.1
Purificadores de Ambiente Lavanda,br,aspirador,532,17,1,produto e categoria,escolha,purificador,,,0,85;98;100;95;62;56;56;52;83;82;67;100,0.4,0.39,0.12,0.04,0.05
Aparadores de vidro,br,aspirador,2484,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,68;98;100;95;82;88;89;82;88;88;89;89,0.5,0.27,0.11,0.05,0.07
Lixadeiras Vibratórias,br,aspirador,1874,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,61;68;35;34;98;100;100;36;35;35;36;35,0.55,0.23,0.12,0.05,0.05
Polidoras de Piso e Máquinas Polidoras,br,aspirador,746,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,53;57;62;62;60;62;57;95;99;100;98;100,0.56,0.15,0.17,0.1,0.02
Robo aspirador Neatsvor X600 Pro,br,aspirador,978,18,1,produto e categoria,exploracao de categoria,aspirador,,,0,43;55;57;52;47;47;46;46;100;100;100;99,0.45,0.31,0.06,0.16,0.02
Cubas com Escorredor para Cozinha,br,aspirador,802,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,24;37;42;34;29;29;28;45;88;100;53;56,0.65,0.21,0.02,0.02,0.1
Coletor de pó para máquinas 1CV–3CV (Razi/2CV),br,aspirador,105,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,40;43;43;43;43;100;70;41;41;42;42;41,0.49,0.23,0.16,0.05,0.07
Atomizadores de Perfume,br,aspirador,1035,16,0,produto e categoria,escolha,sem categoria,,,0,19;23;25;26;34;30;27;73;100;85;89;93,0.38,0.44,0.12,0.01,0.05
Abridores de vinho elétricos,br,aspirador,875,18,0,produto e categoria,escolha,sem categoria,,,0,75;95;100;98;93;100;100;91;94;94;95;94,0.28,0.47,0.21,0.01,0.03
Puxadores de Alça,br,aspirador,790,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,50;100;91;87;84;74;74;71;74;74;74;74,0.53,0.29,0.06,0.02,0.1
Extratores de Grampos,br,aspirador,6184,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,52;58;59;95;93;94;96;100;98;97;97;97,0.66,0.2,0.07,0.05,0.02
Elgin Umidificadores de Ar,br,aspirador,1772,24,0,produto e categoria,descoberta,sem categoria,elgin,,1,71;98;100;98;62;66;69;65;70;70;70;70,0.37,0.15,0.15,0.32,0.01
Mops úmidos e refis,br,aspirador,818,18,0,produto e categoria,escolha,sem categoria,,,0,34;48;55;51;51;55;68;53;50;62;94;100,0.42,0.4,0.1,0.05,0.03
Porta-Papel Higiênico com Ventosa,br,aspirador,857,15,0,produto e categoria,escolha,sem categoria,,,0,22;31;31;27;25;25;22;23;22;100;91;91,0.37,0.31,0.2,0.05,0.07
Aspersores e Irrigação,br,aspirador,17454,38,0,produto e categoria,exploracao de categoria,sem categoria,,,0,28;37;41;73;78;78;78;100;81;80;80;80,0.61,0.22,0.1,0.05,0.02
Pulverizadores de água,br,aspirador,202,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,52;60;56;56;50;35;35;98;100;31;31;31,0.62,0.23,0.08,0.05,0.02
Máquinas de Cana e Juicers,br,aspirador,127,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,57;84;87;78;50;53;53;100;82;37;36;35,0.49,0.25,0.18,0.05,0.03
Aparelhos de depilação com cera,br,aspirador,1468,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,51;58;60;50;99;100;100;54;69;68;59;60,0.57,0.23,0.13,0.05,0.02
Escovas de Cabelo com Secadora na Shopee,br,aspirador,313,16,1,produto e categoria,exploracao de categoria,lavanderia,,,0,52;58;60;43;42;42;47;100;88;41;41;41,0.35,0.22,0.19,0.22,0.02
Turbinas Portáteis,br,aspirador,72,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;57;100;69;45;59;37;50;65;36;38;36,0.49,0.16,0.17,0.08,0.1
Moedores KingRinder,br,aspirador,450,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,95;100;100;98;96;98;99;62;62;63;62;62,0.56,0.18,0.05,0.19,0.02
Capas para Ventiladores,br,aspirador,243,16,1,produto e categoria,escolha,sem categoria,,,0,57;69;70;67;71;78;75;73;72;100;76;79,0.38,0.23,0.24,0.05,0.1
Puxadores de Ponto,br,aspirador,565,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,51;86;93;65;83;92;87;77;68;68;97;100,0.56,0.22,0.1,0.05,0.07
Contentores de lixo,br,aspirador,9648,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,40;47;48;72;55;56;57;99;100;100;100;100,0.53,0.32,0.09,0.04,0.02
Raspadores de Tintas,br,aspirador,493,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,15;58;55;56;52;37;29;81;100;100;92;97,0.56,0.24,0.14,0.05,0.01
Bosch Pro: Politriz e Lixadeira,br,aspirador,2467,22,0,produto e categoria,descoberta,sem categoria,,,0,74;88;89;86;96;99;98;100;100;100;99;98,0.34,0.26,0.06,0.32,0.02
Retificadoras Pneumáticas,br,aspirador,602,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,68;94;93;87;84;90;90;84;85;93;100;99,0.54,0.25,0.17,0.01,0.03
Aerógrafos com Compressor,br,aspirador,733,17,0,peca e filtro,posse,sem categoria,,,0,68;89;89;87;93;98;90;100;100;100;98;97,0.5,0.31,0.15,0.01,0.03
Pulverizadores Brudden,br,aspirador,819,15,0,produto e categoria,descoberta,sem categoria,,,0,67;88;89;86;93;99;100;93;97;96;97;95,0.29,0.14,0.16,0.36,0.05
Mister Limpeza Brasil,br,aspirador,59,15,0,manutencao e limpeza,posse,sem categoria,,,0,77;82;99;99;99;99;99;94;100;100;100;100,0.28,0.22,0.12,0.35,0.03
Difusores ultrassônicos de aromas,br,aspirador,1585,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,49;52;52;52;95;96;96;96;97;100;97;96,0.49,0.36,0.05,0.04,0.06
Multifunções e Impressoras,br,aspirador,2065,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,60;63;63;73;69;69;70;100;91;84;84;84,0.7,0.15,0.08,0.05,0.02
Aparadores espelhados,br,aspirador,936,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,21;32;41;60;41;39;45;100;77;69;64;77,0.36,0.25,0.17,0.12,0.1
Desentupidora em Salto,br,aspirador,54,15,0,manutencao e limpeza,posse,sem categoria,,,0,62;70;96;97;88;89;86;88;99;100;88;88,0.18,0.4,0.05,0.34,0.03
Vibradores discretos,br,aspirador,401,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,80;97;98;100;90;93;91;92;96;96;96;95,0.67,0.18,0.1,0.02,0.03
Lixadeiras para Parede,br,aspirador,16558,71,0,produto e categoria,escolha,sem categoria,,,0,51;56;58;65;77;78;78;100;84;84;84;84,0.48,0.26,0.2,0.04,0.02
Hélices de Ventiladores,br,aspirador,365,15,1,produto e categoria,exploracao de categoria,sem categoria,,,0,33;39;40;39;34;34;35;100;88;39;39;40,0.67,0.15,0.1,0.05,0.03
Aparadores para corredores,br,aspirador,3088,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,86;98;100;97;45;47;47;43;46;45;44;43,0.54,0.26,0.08,0.07,0.05
Produtos de Limpeza e Perfumaria,br,aspirador,1574,16,0,manutencao e limpeza,posse,sem categoria,,,0,46;66;100;97;69;67;66;68;77;77;72;72,0.45,0.33,0.11,0.08,0.03
Agitadores de Lavadora Brastemp/Consul,br,aspirador,356,15,1,produto e categoria,exploracao de categoria,lavanderia,brastemp|consul,brastemp|consul,1,50;64;68;63;63;69;100;63;63;100;93;96,0.64,0.11,0.18,0.05,0.02
Puxadores de cava para móveis,br,aspirador,4464,22,0,produto e categoria,exploracao de categoria,sem categoria,,,0,72;95;100;99;98;99;100;99;98;98;100;99,0.56,0.25,0.12,0.05,0.02
Aparadores de pelos e máquinas de cortar cabelo,br,aspirador,675,19,0,produto e categoria,escolha,sem categoria,,,0,36;44;42;65;67;61;72;100;89;61;62;61,0.44,0.38,0.09,0.04,0.05
Guia de Umidificadores de Ar,br,aspirador,747,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,93;95;96;100;90;90;90;69;80;78;79;79,0.77,0.05,0.12,0.04,0.02
Bombas de vácuo odontológicas,br,aspirador,568,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,67;96;96;93;84;89;90;92;100;95;95;94,0.49,0.3,0.14,0.04,0.03
Mover móveis com facilidade,br,aspirador,351,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,67;83;82;46;44;46;54;100;98;57;57;56,0.69,0.08,0.14,0.04,0.05
Ventiladores de parede com controle remoto,br,aspirador,5104,26,1,produto e categoria,exploracao de categoria,sem categoria,,,0,67;79;80;42;98;100;100;75;76;76;76;75,0.53,0.32,0.06,0.04,0.05
Escovas modeladoras e secadoras de cabelo,br,aspirador,893,20,1,produto e categoria,exploracao de categoria,lavanderia,,,0,63;81;87;85;70;67;67;100;83;83;89;89,0.46,0.31,0.13,0.02,0.08
Ventiladores Mondial Turbo,br,aspirador,3037,22,1,produto e categoria,exploracao de categoria,sem categoria,mondial,,1,83;99;100;96;95;98;99;52;61;61;63;62,0.43,0.33,0.08,0.14,0.02
Armários para Vassouras,br,aspirador,3463,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,100;53;54;55;53;55;55;52;56;57;53;53,0.6,0.21,0.07,0.1,0.02
Aspiradores robô Xiaomi Mijia 3C Plus,br,aspirador,4152,20,1,produto e categoria,exploracao de categoria,aspirador,,,0,33;38;38;22;22;23;23;97;100;100;100;100,0.47,0.33,0.09,0.04,0.07
Aspersórios de água benta,br,aspirador,1620,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,23;25;26;26;38;39;39;100;100;99;100;99,0.57,0.23,0.08,0.04,0.08
Jato de Areia — Máquinas e Acessórios,br,aspirador,11493,35,0,produto e categoria,exploracao de categoria,sem categoria,,,0,20;26;27;75;77;79;78;100;100;100;100;99,0.53,0.13,0.11,0.21,0.02
Sopradores elétricos Stihl,br,aspirador,101,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,41;42;46;100;78;67;49;43;48;48;48;48,0.49,0.18,0.18,0.05,0.1
Aparadores em aço e inox,br,aspirador,137,16,0,especificacao de produto,escolha,sem categoria,,,0,38;55;65;100;91;86;40;47;47;44;44;41,0.45,0.37,0.04,0.04,0.1
Aspiradores Nasais para Bebês,br,aspirador,94153,203,1,produto e categoria,exploracao de categoria,aspirador,,,0,46;46;48;93;80;80;80;99;100;100;100;100,0.66,0.2,0.06,0.05,0.03
sprays de ambiente,br,aspirador,676,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,38;88;100;77;77;73;57;69;71;92;88;99,0.5,0.3,0.08,0.04,0.08
Ventiladores de Mesa e Piso,br,aspirador,160,15,1,produto e categoria,exploracao de categoria,sem categoria,,,0,23;30;31;32;43;46;54;100;80;20;19;20,0.54,0.28,0.11,0.04,0.03
Secadores Arno Lissima,br,aspirador,339,16,0,produto e categoria,exploracao de categoria,sem categoria,arno,,1,11;22;32;36;36;26;37;100;63;36;30;40,0.53,0.15,0.07,0.18,0.07
Ventiladores Leroy Merlin,br,aspirador,2566,15,1,produto e categoria,descoberta,sem categoria,,,0,30;43;44;43;46;47;39;59;81;85;95;100,0.25,0.06,0.15,0.51,0.03
Aparadores e Mesas Extensíveis,br,aspirador,251,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,7;49;100;64;9;9;26;30;30;47;48;39,0.47,0.31,0.11,0.04,0.07
Alicate e Descascadores de Fios,br,aspirador,9241,24,0,produto e categoria,exploracao de categoria,sem categoria,,,0,63;71;77;77;76;78;78;100;87;87;87;87,0.48,0.21,0.24,0.05,0.02
Escovas e massageadores capilares,br,aspirador,19858,43,0,produto e categoria,exploracao de categoria,sem categoria,,,0,19;24;29;34;89;89;89;100;100;100;100;100,0.47,0.35,0.09,0.04,0.05
Irrigadores Orais,br,aspirador,27088,47,0,produto e categoria,exploracao de categoria,sem categoria,,,0,13;17;19;48;85;85;85;100;73;73;73;73,0.53,0.31,0.12,0.04,0
Lavadoras de alta pressão Karcher HD 585,br,aspirador,8232,41,1,produto e categoria,escolha,lavanderia,,,0,87;96;50;49;56;57;58;100;100;100;100;100,0.38,0.17,0.3,0.13,0.02
Dispenser de Balas e Doces,br,aspirador,38,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,31;100;87;38;38;42;80;43;42;37;36;39,0.44,0.21,0.1,0.08,0.17
Encadernadoras e Acessórios,br,aspirador,46,16,0,produto e categoria,descoberta,sem categoria,,,0,33;53;59;100;36;35;43;36;34;36;38;36,0.47,0.12,0.01,0.39,0.01
Aparadores e Buffets 150 cm,br,aspirador,941,15,0,produto e categoria,escolha,sem categoria,,,0,6;29;33;27;27;17;35;94;100;96;88;87,0.24,0.45,0.2,0.04,0.07
vaporizadores Mallory,br,aspirador,277,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,6;52;68;35;58;59;32;100;77;56;45;50,0.37,0.15,0.23,0.18,0.07
Mini Ventiladores Turbo,br,aspirador,280,15,1,produto e categoria,exploracao de categoria,sem categoria,,,0,81;95;97;87;85;92;86;99;100;86;86;95,0.48,0.18,0.19,0.12,0.03
Laboratório: Agitadores e Vórtices,br,aspirador,858,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,39;42;41;100;100;100;100;86;73;73;73;73,0.77,0.13,0.03,0.05,0.02
Borrifadores e Pulverizadores de Plástico,br,aspirador,646,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,18;20;22;20;20;21;22;91;93;100;89;93,0.52,0.26,0.11,0.04,0.07
Ventiladores na Amazon,br,aspirador,386,15,1,produto e categoria,descoberta,sem categoria,,,0,18;36;60;24;23;22;50;100;75;52;55;58,0.25,0.11,0.25,0.32,0.07
escovas de nylon,br,aspirador,830,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;39;38;28;98;100;100;96;96;97;96;97,0.66,0.24,0.03,0.05,0.02
Cantinho do Café: Móveis,br,aspirador,3760,17,0,produto e categoria,descoberta,sem categoria,,,0,76;96;100;98;89;91;91;87;88;88;91;90,0.32,0.22,0.05,0.38,0.03
Puxadores para Box,br,aspirador,1841,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,67;98;100;97;92;97;91;95;98;98;98;97,0.46,0.28,0.12,0.04,0.1
Ventiladores de teto com pás transparentes,br,aspirador,752,17,1,produto e categoria,exploracao de categoria,sem categoria,,,0,18;54;59;41;42;44;31;76;61;100;90;100,0.58,0.27,0.07,0.05,0.03
Orbi Air - Limpeza de Ar Condicionado,br,aspirador,946,20,1,manutencao e limpeza,posse,ar condicionado,,,0,29;30;31;31;64;65;65;100;85;85;85;85,0.63,0.2,0.07,0.05,0.05
Aromas para casa,br,aspirador,12974,29,0,produto e categoria,escolha,sem categoria,,,0,18;21;21;64;78;79;79;97;100;100;100;99,0.33,0.48,0.1,0.04,0.05
Arrolhadores de garrafas,br,aspirador,94,15,0,produto e categoria,escolha,sem categoria,,,0,76;91;100;98;98;99;97;97;96;93;92;92,0.36,0.28,0.22,0.01,0.13
Ferramentas pneumáticas,br,aspirador,1684,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,29;35;36;58;58;62;59;97;100;100;99;99,0.69,0.16,0.03,0.05,0.07
Escovas de Cabelo,br,aspirador,1398,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,90;98;100;83;79;80;80;86;30;29;29;29,0.65,0.22,0.05,0.05,0.03
Amassador de Latinhas,br,aspirador,6598,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,39;51;53;57;99;100;100;85;83;83;84;84,0.65,0.11,0.12,0.1,0.02
Retratores Farabeuf,br,aspirador,2296,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,55;61;62;61;60;62;62;99;99;99;100;99,0.74,0.16,0.02,0.04,0.04
Sopradores térmicos Black & Decker,br,aspirador,480,15,0,produto e categoria,descoberta,sem categoria,,,0,26;29;30;82;86;81;47;52;62;100;100;98,0.26,0.26,0.08,0.37,0.03
Babadores para adultos e idosos,br,aspirador,313,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,48;67;69;67;65;70;100;54;56;54;54;53,0.39,0.28,0.12,0.11,0.1
Pufes e Puff Online,br,aspirador,293,15,0,produto e categoria,descoberta,sem categoria,,,0,31;70;78;75;53;39;39;45;88;100;52;55,0.19,0.18,0.18,0.38,0.07
Insetos Domésticos,br,aspirador,680,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,99;100;64;73;58;58;58;56;56;56;56;56,0.75,0.15,0,0.02,0.08
Aparelhos de Depilação e Aparadores de Pelos,br,aspirador,6173,24,0,produto e categoria,exploracao de categoria,sem categoria,,,0,61;72;74;49;86;89;89;100;80;80;79;79,0.47,0.28,0.16,0.04,0.05
Sopradores de Folhas Stihl,br,aspirador,4935,24,0,produto e categoria,exploracao de categoria,sem categoria,,,0,88;98;100;51;51;52;51;60;57;57;57;57,0.5,0.13,0.29,0.06,0.02
Pistolas Airless Graco,br,aspirador,568,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,92;99;100;99;59;61;63;61;62;61;62;61,0.49,0.29,0.15,0.02,0.05
Máquinas sem Caterpillar,br,aspirador,86,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,69;100;100;77;75;80;80;82;83;79;79;79,0.62,0.18,0.08,0.05,0.07
Atacado de Utensílios Domésticos,br,aspirador,1145,17,0,produto e categoria,escolha,sem categoria,,,0,49;63;64;88;86;99;100;84;89;90;76;75,0.21,0.53,0.14,0.07,0.05
Aparadores Retrô,br,aspirador,946,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,24;35;48;40;37;31;31;100;39;43;52;58,0.44,0.25,0.16,0.05,0.1
Corte de espuma pt,br,aspirador,1551,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,51;56;63;96;100;100;100;96;96;95;93;92,0.57,0.07,0.04,0.06,0.26
Carrinhos de Chá e Aparadores,br,aspirador,794,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,23;34;41;33;30;32;39;59;53;100;84;66,0.49,0.29,0.11,0.04,0.07
Esmerilhadeiras e Lixadeiras,br,aspirador,24917,50,0,produto e categoria,exploracao de categoria,sem categoria,,,0,73;76;80;85;88;88;88;100;96;96;96;96,0.56,0.23,0.15,0.04,0.02
Desentupidora Betim,br,aspirador,71,15,0,manutencao e limpeza,posse,sem categoria,,,0,87;92;100;84;84;85;85;79;80;80;80;80,0.18,0.38,0.05,0.38,0.01
Rodo Mágico e Mop,br,aspirador,2813,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,72;90;94;91;89;94;95;100;100;100;97;96,0.35,0.3,0.1,0.23,0.02
Vibradores e acessórios eróticos,br,aspirador,2759,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,52;75;79;80;89;95;94;96;99;99;100;99,0.52,0.22,0.14,0.05,0.07
Atacarejo do Lar,br,aspirador,905,15,0,produto e categoria,descoberta,sem categoria,,,0,47;100;91;87;83;91;85;86;86;86;88;87,0.19,0.27,0.13,0.34,0.07
Vibradores e brinquedos sexuais,br,aspirador,3446,29,0,produto e categoria,exploracao de categoria,sem categoria,,,0,65;86;90;89;90;95;95;100;97;97;97;96,0.58,0.2,0.11,0.06,0.05
Exaustores 30 cm Ventisol,br,aspirador,891,22,0,produto e categoria,descoberta,sem categoria,,,0,66;90;93;87;86;92;100;97;97;97;95;94,0.25,0.2,0.13,0.39,0.03
