name,prompts_count,volume,volume_trend,intents
Araras de roupas,15,1271,5;4;4;4;4;4;100;79;84;46;37;60,task:7;informational:43;navigational:1;commercial:32;transactional:17
Fontes de alimentação para PC,21,666,100;100;92;68;80;72;78;74;76;55;53;53,task:2;informational:46;navigational:4;commercial:39;transactional:9
gaming refrigerators and freezers,15,1648,83;34;38;44;37;41;42;99;100;19;60;76,task:5;informational:44;navigational:4;commercial:38;transactional:9
Máquinas de Corte e Afeitar Wahl,20,376,64;87;100;85;54;59;52;28;29;29;23;24,task:5;informational:49;navigational:5;commercial:17;transactional:24
Personal Chiller and Mini Fridge Devices,19,1231,100;47;54;39;39;68;52;11;9;10;38;36,task:5;informational:49;navigational:5;commercial:23;transactional:18
Aire Acondicionado Portátil Frigidaire,17,132,26;34;27;21;16;13;99;100;85;24;21;21,task:5;informational:52;navigational:15;commercial:10;transactional:18
Refrigerator Shelf Clips and Support Parts,17,2619,11;64;82;74;66;65;59;72;52;64;86;100,task:5;informational:48;navigational:5;commercial:22;transactional:20
Termostatos de refrigerador,17,661,13;31;31;47;51;82;100;67;51;57;41;61,task:5;informational:63;navigational:5;commercial:5;transactional:22
Cold Storage and Refrigeration Solutions,16,247,100;88;80;86;84;52;13;12;12;10;10;8,task:3;informational:53;navigational:7;commercial:28;transactional:9
Refrigeradores en tiendas y en línea en México,21,6285,27;23;32;34;35;36;34;50;51;62;55;100,task:7;informational:23;navigational:34;commercial:10;transactional:26
Puxadores de Gaveta e Armário de Cozinha,15,7456,1;1;1;1;1;1;12;33;36;100;75;92,task:10;informational:36;navigational:4;commercial:28;transactional:22
Refrigerators and Cooling Appliances,16,5863,78;48;64;50;50;36;18;71;50;87;78;100,task:2;informational:70;navigational:5;commercial:15;transactional:8
Componenti frigoriferi RV e ricambi Norcold,15,14,70;100;79;79;53;66;83;48;44;79;61;61,task:10;informational:57;navigational:1;commercial:28;transactional:4
Indesit Appliances (Fridges & Freezers),15,482,35;71;59;59;41;23;20;71;22;23;100;95,task:2;informational:38;navigational:10;commercial:12;transactional:38
Frigidaire Appliances and Parts,148,62804,75;77;82;91;98;98;98;100;97;95;95;95,task:2;informational:28;navigational:36;commercial:25;transactional:9
Amazon Frigidaire Mini Fridge and Refrigerator,15,8463,7;7;1;1;1;16;12;26;2;2;90;100,task:7;informational:25;navigational:32;commercial:11;transactional:25
Refrigerator Gadgets,15,4987,34;17;25;16;16;11;13;39;33;100;76;82,task:6;informational:23;navigational:3;commercial:58;transactional:10
Relion Cryo-EM,16,1292,21;34;22;16;35;40;50;88;63;100;59;36,task:3;informational:56;navigational:26;commercial:11;transactional:4
Gastronomia Caseira e Bem-Estar,16,98,6;100;75;30;30;92;79;62;59;4;4;4,task:7;informational:65;navigational:10;commercial:11;transactional:7
paneleiro e paneleira,16,122,95;45;100;91;37;33;34;16;16;16;16;16,task:2;informational:80;navigational:6;commercial:6;transactional:6
Refrigerators and Appliance Reviews,18,6258,40;22;27;22;37;32;25;6;27;29;83;100,task:2;informational:35;navigational:11;commercial:29;transactional:23
Frigidaire Kegerators,15,65,8;17;18;24;23;68;61;95;100;2;2;2,task:7;informational:32;navigational:7;commercial:46;transactional:8
Técnico de Electrodomésticos,15,1341,6;11;14;15;39;25;20;48;40;82;64;100,task:5;informational:72;navigational:8;commercial:10;transactional:5
Cubos y recipientes de hielo,16,344,74;67;52;62;100;91;74;78;75;76;49;49,task:2;informational:71;navigational:5;commercial:13;transactional:9
Processadores de alimentos e multiprocessadores,16,719,27;85;72;35;35;33;17;63;48;100;77;88,task:12;informational:30;navigational:3;commercial:35;transactional:20
Armários para Vestiário,15,16,3;12;5;6;61;75;57;22;100;97;1;1,task:7;informational:26;navigational:4;commercial:46;transactional:17
Refrigeration and Cooler Supplies,16,5222,54;46;55;52;56;35;31;100;25;24;80;87,task:4;informational:40;navigational:16;commercial:27;transactional:13
Geradores de Energia Residencial e Elétricos,18,672,26;26;17;23;41;34;15;29;36;100;60;22,task:1;informational:57;navigational:4;commercial:28;transactional:10
Love for Refrigerators,16,811,66;44;36;26;40;12;10;100;67;32;23;27,task:5;informational:54;navigational:12;commercial:14;transactional:15
frigidaire refrigerators,141,43658,71;74;77;77;81;81;81;81;93;93;100;100,task:2;informational:41;navigational:11;commercial:24;transactional:22
